pathway	gene1	gene2
Axonal Guidance Signaling	NGEF	RAC3
Axonal Guidance Signaling	RND1	ARHGEF12
Axonal Guidance Signaling	RND1	ARHGEF11
Axonal Guidance Signaling	EPHA10	ARHGEF15
Axonal Guidance Signaling	EPHA10	PIK3R5
Axonal Guidance Signaling	EPHA10	NGEF
Axonal Guidance Signaling	EPHA10	PIK3C2A
Axonal Guidance Signaling	EPHA10	PIK3C2B
Axonal Guidance Signaling	EPHA10	PIK3C2G
Axonal Guidance Signaling	EPHA10	PIK3C3
Axonal Guidance Signaling	EPHA10	PIK3CA
Axonal Guidance Signaling	EPHA10	PIK3CB
Axonal Guidance Signaling	EPHA10	PIK3CD
Axonal Guidance Signaling	EPHA10	PIK3CG
Axonal Guidance Signaling	EPHA10	PIK3R1
Axonal Guidance Signaling	EPHA10	PIK3R2
Axonal Guidance Signaling	EPHA10	PTK2
Axonal Guidance Signaling	EPHA10	PTPN11
Axonal Guidance Signaling	EPHA10	RASA1
Axonal Guidance Signaling	EPHA10	SHC1
Axonal Guidance Signaling	EPHA10	PIK3R3
Axonal Guidance Signaling	EPHA6	ARHGEF15
Axonal Guidance Signaling	EPHA6	PIK3R5
Axonal Guidance Signaling	EPHA6	NGEF
Axonal Guidance Signaling	EPHA6	PIK3C2A
Axonal Guidance Signaling	EPHA6	PIK3C2B
Axonal Guidance Signaling	EPHA6	PIK3C2G
Axonal Guidance Signaling	EPHA6	PIK3C3
Axonal Guidance Signaling	EPHA6	PIK3CA
Axonal Guidance Signaling	EPHA6	PIK3CB
Axonal Guidance Signaling	EPHA6	PIK3CD
Axonal Guidance Signaling	EPHA6	PIK3CG
Axonal Guidance Signaling	EPHA6	PIK3R1
Axonal Guidance Signaling	EPHA6	PIK3R2
Axonal Guidance Signaling	EPHA6	PTK2
Axonal Guidance Signaling	EPHA6	PTPN11
Axonal Guidance Signaling	EPHA6	RASA1
Axonal Guidance Signaling	EPHA6	SHC1
Axonal Guidance Signaling	EPHA6	PIK3R3
Axonal Guidance Signaling	GRK4	PIK3R5
Axonal Guidance Signaling	GRK4	PIK3C2A
Axonal Guidance Signaling	GRK4	PIK3C2B
Axonal Guidance Signaling	GRK4	PIK3C2G
Axonal Guidance Signaling	GRK4	PIK3C3
Axonal Guidance Signaling	GRK4	PIK3CA
Axonal Guidance Signaling	GRK4	PIK3CB
Axonal Guidance Signaling	GRK4	PIK3CD
Axonal Guidance Signaling	GRK4	PIK3CG
Axonal Guidance Signaling	GRK4	PIK3R1
Axonal Guidance Signaling	GRK4	PIK3R2
Axonal Guidance Signaling	GRK4	SHC1
Axonal Guidance Signaling	GRK4	PIK3R3
Axonal Guidance Signaling	GRK5	PIK3R5
Axonal Guidance Signaling	GRK5	PIK3C2A
Axonal Guidance Signaling	GRK5	PIK3C2B
Axonal Guidance Signaling	GRK5	PIK3C2G
Axonal Guidance Signaling	GRK5	PIK3C3
Axonal Guidance Signaling	GRK5	PIK3CA
Axonal Guidance Signaling	GRK5	PIK3CB
Axonal Guidance Signaling	GRK5	PIK3CD
Axonal Guidance Signaling	GRK5	PIK3CG
Axonal Guidance Signaling	GRK5	PIK3R1
Axonal Guidance Signaling	GRK5	PIK3R2
Axonal Guidance Signaling	GRK5	SHC1
Axonal Guidance Signaling	GRK5	PIK3R3
Axonal Guidance Signaling	GRK6	PIK3R5
Axonal Guidance Signaling	GRK6	PIK3C2A
Axonal Guidance Signaling	GRK6	PIK3C2B
Axonal Guidance Signaling	GRK6	PIK3C2G
Axonal Guidance Signaling	GRK6	PIK3C3
Axonal Guidance Signaling	GRK6	PIK3CA
Axonal Guidance Signaling	GRK6	PIK3CB
Axonal Guidance Signaling	GRK6	PIK3CD
Axonal Guidance Signaling	GRK6	PIK3CG
Axonal Guidance Signaling	GRK6	PIK3R1
Axonal Guidance Signaling	GRK6	PIK3R2
Axonal Guidance Signaling	GRK6	SHC1
Axonal Guidance Signaling	GRK6	PIK3R3
Axonal Guidance Signaling	GRB2	SOS1
Axonal Guidance Signaling	GRB2	SOS2
Axonal Guidance Signaling	RHOD	RND1
Axonal Guidance Signaling	IGF1	CDC42
Axonal Guidance Signaling	IRAK1	PIK3R5
Axonal Guidance Signaling	IRAK1	PIK3C2A
Axonal Guidance Signaling	IRAK1	PIK3C2B
Axonal Guidance Signaling	IRAK1	PIK3C2G
Axonal Guidance Signaling	IRAK1	PIK3C3
Axonal Guidance Signaling	IRAK1	PIK3CA
Axonal Guidance Signaling	IRAK1	PIK3CB
Axonal Guidance Signaling	IRAK1	PIK3CD
Axonal Guidance Signaling	IRAK1	PIK3CG
Axonal Guidance Signaling	IRAK1	PIK3R1
Axonal Guidance Signaling	IRAK1	PIK3R2
Axonal Guidance Signaling	IRAK1	SHC1
Axonal Guidance Signaling	IRAK1	PIK3R3
Axonal Guidance Signaling	ITGA1	MAP2K1
Axonal Guidance Signaling	ITGA1	MAP2K2
Axonal Guidance Signaling	ITGA1	PTK2
Axonal Guidance Signaling	ITGA2	MAP2K1
Axonal Guidance Signaling	ITGA2	MAP2K2
Axonal Guidance Signaling	ITGA2	PTK2
Axonal Guidance Signaling	ITGA3	MAP2K1
Axonal Guidance Signaling	ITGA3	MAP2K2
Axonal Guidance Signaling	ITGA3	PTK2
Axonal Guidance Signaling	ITGB1	MAP2K1
Axonal Guidance Signaling	ITGB1	MAP2K2
Axonal Guidance Signaling	ITGB1	PTK2
Axonal Guidance Signaling	ITGB2	MAP2K1
Axonal Guidance Signaling	ITGB2	MAP2K2
Axonal Guidance Signaling	ITGB2	PTK2
Axonal Guidance Signaling	ARAF	PIK3R5
Axonal Guidance Signaling	ARAF	PIK3C2A
Axonal Guidance Signaling	ARAF	PIK3C2B
Axonal Guidance Signaling	ARAF	PIK3C2G
Axonal Guidance Signaling	ARAF	PIK3C3
Axonal Guidance Signaling	ARAF	PIK3CA
Axonal Guidance Signaling	ARAF	PIK3CB
Axonal Guidance Signaling	ARAF	PIK3CD
Axonal Guidance Signaling	ARAF	PIK3CG
Axonal Guidance Signaling	ARAF	PIK3R1
Axonal Guidance Signaling	ARAF	PIK3R2
Axonal Guidance Signaling	ARAF	SHC1
Axonal Guidance Signaling	ARAF	PIK3R3
Axonal Guidance Signaling	RHOA	RAF1
Axonal Guidance Signaling	RHOA	ROCK2
Axonal Guidance Signaling	LIMK1	CFL1
Axonal Guidance Signaling	LIMK1	CFL1
Axonal Guidance Signaling	LIMK1	CFL2
Axonal Guidance Signaling	LIMK1	CFL2
Axonal Guidance Signaling	LIMK1	PIK3R5
Axonal Guidance Signaling	LIMK1	PIK3C2A
Axonal Guidance Signaling	LIMK1	PIK3C2B
Axonal Guidance Signaling	LIMK1	PIK3C2G
Axonal Guidance Signaling	LIMK1	PIK3C3
Axonal Guidance Signaling	LIMK1	PIK3CA
Axonal Guidance Signaling	LIMK1	PIK3CB
Axonal Guidance Signaling	LIMK1	PIK3CD
Axonal Guidance Signaling	LIMK1	PIK3CG
Axonal Guidance Signaling	LIMK1	PIK3R1
Axonal Guidance Signaling	LIMK1	PIK3R2
Axonal Guidance Signaling	LIMK1	SHC1
Axonal Guidance Signaling	LIMK1	PIK3R3
Axonal Guidance Signaling	LIMK2	CFL1
Axonal Guidance Signaling	LIMK2	CFL1
Axonal Guidance Signaling	LIMK2	CFL2
Axonal Guidance Signaling	LIMK2	CFL2
Axonal Guidance Signaling	LIMK2	PIK3R5
Axonal Guidance Signaling	LIMK2	PIK3C2A
Axonal Guidance Signaling	LIMK2	PIK3C2B
Axonal Guidance Signaling	LIMK2	PIK3C2G
Axonal Guidance Signaling	LIMK2	PIK3C3
Axonal Guidance Signaling	LIMK2	PIK3CA
Axonal Guidance Signaling	LIMK2	PIK3CB
Axonal Guidance Signaling	LIMK2	PIK3CD
Axonal Guidance Signaling	LIMK2	PIK3CG
Axonal Guidance Signaling	LIMK2	PIK3R1
Axonal Guidance Signaling	LIMK2	PIK3R2
Axonal Guidance Signaling	LIMK2	SHC1
Axonal Guidance Signaling	LIMK2	PIK3R3
Axonal Guidance Signaling	MAK	PIK3R5
Axonal Guidance Signaling	MAK	PIK3C2A
Axonal Guidance Signaling	MAK	PIK3C2B
Axonal Guidance Signaling	MAK	PIK3C2G
Axonal Guidance Signaling	MAK	PIK3C3
Axonal Guidance Signaling	MAK	PIK3CA
Axonal Guidance Signaling	MAK	PIK3CB
Axonal Guidance Signaling	MAK	PIK3CD
Axonal Guidance Signaling	MAK	PIK3CG
Axonal Guidance Signaling	MAK	PIK3R1
Axonal Guidance Signaling	MAK	PIK3R2
Axonal Guidance Signaling	MAK	SHC1
Axonal Guidance Signaling	MAK	PIK3R3
Axonal Guidance Signaling	ADAM11	DCC
Axonal Guidance Signaling	MAP3K9	PIK3R5
Axonal Guidance Signaling	MAP3K9	PIK3C2A
Axonal Guidance Signaling	MAP3K9	PIK3C2B
Axonal Guidance Signaling	MAP3K9	PIK3C2G
Axonal Guidance Signaling	MAP3K9	PIK3C3
Axonal Guidance Signaling	MAP3K9	PIK3CA
Axonal Guidance Signaling	MAP3K9	PIK3CB
Axonal Guidance Signaling	MAP3K9	PIK3CD
Axonal Guidance Signaling	MAP3K9	PIK3CG
Axonal Guidance Signaling	MAP3K9	PIK3R1
Axonal Guidance Signaling	MAP3K9	PIK3R2
Axonal Guidance Signaling	MAP3K9	SHC1
Axonal Guidance Signaling	MAP3K9	PIK3R3
Axonal Guidance Signaling	NCK1	RAC1
Axonal Guidance Signaling	NCK1	RAC2
Axonal Guidance Signaling	NCK1	RAC3
Axonal Guidance Signaling	NEK2	PIK3R5
Axonal Guidance Signaling	NEK2	PIK3C2A
Axonal Guidance Signaling	NEK2	PIK3C2B
Axonal Guidance Signaling	NEK2	PIK3C2G
Axonal Guidance Signaling	NEK2	PIK3C3
Axonal Guidance Signaling	NEK2	PIK3CA
Axonal Guidance Signaling	NEK2	PIK3CB
Axonal Guidance Signaling	NEK2	PIK3CD
Axonal Guidance Signaling	NEK2	PIK3CG
Axonal Guidance Signaling	NEK2	PIK3R1
Axonal Guidance Signaling	NEK2	PIK3R2
Axonal Guidance Signaling	NEK2	SHC1
Axonal Guidance Signaling	NEK2	PIK3R3
Axonal Guidance Signaling	NTN2L	DCC
Axonal Guidance Signaling	PAK1	PIK3R5
Axonal Guidance Signaling	PAK1	LIMK1
Axonal Guidance Signaling	PAK1	LIMK2
Axonal Guidance Signaling	PAK1	PIK3C2A
Axonal Guidance Signaling	PAK1	PIK3C2B
Axonal Guidance Signaling	PAK1	PIK3C2G
Axonal Guidance Signaling	PAK1	PIK3C3
Axonal Guidance Signaling	PAK1	PIK3CA
Axonal Guidance Signaling	PAK1	PIK3CB
Axonal Guidance Signaling	PAK1	PIK3CD
Axonal Guidance Signaling	PAK1	PIK3CG
Axonal Guidance Signaling	PAK1	PIK3R1
Axonal Guidance Signaling	PAK1	PIK3R2
Axonal Guidance Signaling	PAK1	SHC1
Axonal Guidance Signaling	PAK1	PIK3R3
Axonal Guidance Signaling	PAK2	PIK3R5
Axonal Guidance Signaling	PAK2	LIMK1
Axonal Guidance Signaling	PAK2	LIMK2
Axonal Guidance Signaling	PAK2	PIK3C2A
Axonal Guidance Signaling	PAK2	PIK3C2B
Axonal Guidance Signaling	PAK2	PIK3C2G
Axonal Guidance Signaling	PAK2	PIK3C3
Axonal Guidance Signaling	PAK2	PIK3CA
Axonal Guidance Signaling	PAK2	PIK3CB
Axonal Guidance Signaling	PAK2	PIK3CD
Axonal Guidance Signaling	PAK2	PIK3CG
Axonal Guidance Signaling	PAK2	PIK3R1
Axonal Guidance Signaling	PAK2	PIK3R2
Axonal Guidance Signaling	PAK2	SHC1
Axonal Guidance Signaling	PAK2	PIK3R3
Axonal Guidance Signaling	PAK3	PIK3R5
Axonal Guidance Signaling	PAK3	LIMK1
Axonal Guidance Signaling	PAK3	LIMK2
Axonal Guidance Signaling	PAK3	PIK3C2A
Axonal Guidance Signaling	PAK3	PIK3C2B
Axonal Guidance Signaling	PAK3	PIK3C2G
Axonal Guidance Signaling	PAK3	PIK3C3
Axonal Guidance Signaling	PAK3	PIK3CA
Axonal Guidance Signaling	PAK3	PIK3CB
Axonal Guidance Signaling	PAK3	PIK3CD
Axonal Guidance Signaling	PAK3	PIK3CG
Axonal Guidance Signaling	PAK3	PIK3R1
Axonal Guidance Signaling	PAK3	PIK3R2
Axonal Guidance Signaling	PAK3	SHC1
Axonal Guidance Signaling	PAK3	PIK3R3
Axonal Guidance Signaling	PCTK3	PIK3R5
Axonal Guidance Signaling	PCTK3	PIK3C2A
Axonal Guidance Signaling	PCTK3	PIK3C2B
Axonal Guidance Signaling	PCTK3	PIK3C2G
Axonal Guidance Signaling	PCTK3	PIK3C3
Axonal Guidance Signaling	PCTK3	PIK3CA
Axonal Guidance Signaling	PCTK3	PIK3CB
Axonal Guidance Signaling	PCTK3	PIK3CD
Axonal Guidance Signaling	PCTK3	PIK3CG
Axonal Guidance Signaling	PCTK3	PIK3R1
Axonal Guidance Signaling	PCTK3	PIK3R2
Axonal Guidance Signaling	PCTK3	SHC1
Axonal Guidance Signaling	PCTK3	PIK3R3
Axonal Guidance Signaling	PDGFA	CDK2
Axonal Guidance Signaling	PDGFA	CDK4
Axonal Guidance Signaling	PDGFA	CDK5
Axonal Guidance Signaling	PDGFA	CDK6
Axonal Guidance Signaling	PDGFA	CDK7
Axonal Guidance Signaling	PDGFA	CDK8
Axonal Guidance Signaling	PDGFA	MAP3K8
Axonal Guidance Signaling	PDGFA	CSNK1A1
Axonal Guidance Signaling	PDGFA	CSNK1D
Axonal Guidance Signaling	PDGFA	DAPK1
Axonal Guidance Signaling	PDGFA	DMPK
Axonal Guidance Signaling	PDGFA	DYRK1A
Axonal Guidance Signaling	PDGFA	HIPK1
Axonal Guidance Signaling	PDGFA	AKT2
Axonal Guidance Signaling	PDGFA	GRK4
Axonal Guidance Signaling	PDGFA	GRK5
Axonal Guidance Signaling	PDGFA	GRK6
Axonal Guidance Signaling	PDGFA	IRAK1
Axonal Guidance Signaling	PDGFA	ARAF
Axonal Guidance Signaling	PDGFA	LIMK1
Axonal Guidance Signaling	PDGFA	LIMK2
Axonal Guidance Signaling	PDGFA	MAK
Axonal Guidance Signaling	PDGFA	MAP3K9
Axonal Guidance Signaling	PDGFA	NEK2
Axonal Guidance Signaling	PDGFA	PAK1
Axonal Guidance Signaling	PDGFA	PAK2
Axonal Guidance Signaling	PDGFA	PAK3
Axonal Guidance Signaling	PDGFA	PCTK3
Axonal Guidance Signaling	PDGFA	PIM1
Axonal Guidance Signaling	PDGFA	PLK1
Axonal Guidance Signaling	PDGFA	PRKAA1
Axonal Guidance Signaling	PDGFA	PRKAA2
Axonal Guidance Signaling	PDGFA	PRKCD
Axonal Guidance Signaling	PDGFA	PRKCE
Axonal Guidance Signaling	PDGFA	PRKCH
Axonal Guidance Signaling	PDGFA	PKN1
Axonal Guidance Signaling	PDGFA	PRKCQ
Axonal Guidance Signaling	PDGFA	MAPK1
Axonal Guidance Signaling	PDGFA	MAPK3
Axonal Guidance Signaling	PDGFA	MAPK6
Axonal Guidance Signaling	PDGFA	MAPK7
Axonal Guidance Signaling	PDGFA	MAPK8
Axonal Guidance Signaling	PDGFA	MAPK9
Axonal Guidance Signaling	PDGFA	MAP2K1
Axonal Guidance Signaling	PDGFA	MAP2K2
Axonal Guidance Signaling	PDGFA	MAP2K3
Axonal Guidance Signaling	PDGFA	MAP2K6
Axonal Guidance Signaling	PDGFA	EIF2AK2
Axonal Guidance Signaling	PDGFA	PRKX
Axonal Guidance Signaling	PDGFA	PAK7
Axonal Guidance Signaling	PDGFA	MAP2K4
Axonal Guidance Signaling	PDGFA	SGK1
Axonal Guidance Signaling	PDGFA	BRAF
Axonal Guidance Signaling	PDGFA	TTK
Axonal Guidance Signaling	PDGFA	PRPF4B
Axonal Guidance Signaling	PDGFA	MAP3K6
Axonal Guidance Signaling	PDGFA	ACVR2A
Axonal Guidance Signaling	PDGFA	CDC2
Axonal Guidance Signaling	PDGFB	CDK2
Axonal Guidance Signaling	PDGFB	CDK4
Axonal Guidance Signaling	PDGFB	CDK5
Axonal Guidance Signaling	PDGFB	CDK6
Axonal Guidance Signaling	PDGFB	CDK7
Axonal Guidance Signaling	PDGFB	CDK8
Axonal Guidance Signaling	PDGFB	MAP3K8
Axonal Guidance Signaling	PDGFB	CSNK1A1
Axonal Guidance Signaling	PDGFB	CSNK1D
Axonal Guidance Signaling	PDGFB	DAPK1
Axonal Guidance Signaling	PDGFB	DMPK
Axonal Guidance Signaling	PDGFB	DYRK1A
Axonal Guidance Signaling	PDGFB	HIPK1
Axonal Guidance Signaling	PDGFB	AKT2
Axonal Guidance Signaling	PDGFB	GRK4
Axonal Guidance Signaling	PDGFB	GRK5
Axonal Guidance Signaling	PDGFB	GRK6
Axonal Guidance Signaling	PDGFB	IRAK1
Axonal Guidance Signaling	PDGFB	ARAF
Axonal Guidance Signaling	PDGFB	LIMK1
Axonal Guidance Signaling	PDGFB	LIMK2
Axonal Guidance Signaling	PDGFB	MAK
Axonal Guidance Signaling	PDGFB	MAP3K9
Axonal Guidance Signaling	PDGFB	NEK2
Axonal Guidance Signaling	PDGFB	PAK1
Axonal Guidance Signaling	PDGFB	PAK2
Axonal Guidance Signaling	PDGFB	PAK3
Axonal Guidance Signaling	PDGFB	PCTK3
Axonal Guidance Signaling	PDGFB	PIM1
Axonal Guidance Signaling	PDGFB	PLK1
Axonal Guidance Signaling	PDGFB	PRKAA1
Axonal Guidance Signaling	PDGFB	PRKAA2
Axonal Guidance Signaling	PDGFB	PRKCD
Axonal Guidance Signaling	PDGFB	PRKCE
Axonal Guidance Signaling	PDGFB	PRKCH
Axonal Guidance Signaling	PDGFB	PKN1
Axonal Guidance Signaling	PDGFB	PRKCQ
Axonal Guidance Signaling	PDGFB	MAPK1
Axonal Guidance Signaling	PDGFB	MAPK3
Axonal Guidance Signaling	PDGFB	MAPK6
Axonal Guidance Signaling	PDGFB	MAPK7
Axonal Guidance Signaling	PDGFB	MAPK8
Axonal Guidance Signaling	PDGFB	MAPK9
Axonal Guidance Signaling	PDGFB	MAP2K1
Axonal Guidance Signaling	PDGFB	MAP2K2
Axonal Guidance Signaling	PDGFB	MAP2K3
Axonal Guidance Signaling	PDGFB	MAP2K6
Axonal Guidance Signaling	PDGFB	EIF2AK2
Axonal Guidance Signaling	PDGFB	PRKX
Axonal Guidance Signaling	PDGFB	PAK7
Axonal Guidance Signaling	PDGFB	MAP2K4
Axonal Guidance Signaling	PDGFB	SGK1
Axonal Guidance Signaling	PDGFB	BRAF
Axonal Guidance Signaling	PDGFB	TTK
Axonal Guidance Signaling	PDGFB	PRPF4B
Axonal Guidance Signaling	PDGFB	MAP3K6
Axonal Guidance Signaling	PDGFB	ACVR2A
Axonal Guidance Signaling	PDGFB	CDC2
Axonal Guidance Signaling	PGF	CDK2
Axonal Guidance Signaling	PGF	CDK4
Axonal Guidance Signaling	PGF	CDK5
Axonal Guidance Signaling	PGF	CDK6
Axonal Guidance Signaling	PGF	CDK7
Axonal Guidance Signaling	PGF	CDK8
Axonal Guidance Signaling	PGF	MAP3K8
Axonal Guidance Signaling	PGF	CSNK1A1
Axonal Guidance Signaling	PGF	CSNK1D
Axonal Guidance Signaling	PGF	DAPK1
Axonal Guidance Signaling	PGF	DMPK
Axonal Guidance Signaling	PGF	DYRK1A
Axonal Guidance Signaling	PGF	HIPK1
Axonal Guidance Signaling	PGF	AKT2
Axonal Guidance Signaling	PGF	GRK4
Axonal Guidance Signaling	PGF	GRK5
Axonal Guidance Signaling	PGF	GRK6
Axonal Guidance Signaling	PGF	IRAK1
Axonal Guidance Signaling	PGF	ARAF
Axonal Guidance Signaling	PGF	LIMK1
Axonal Guidance Signaling	PGF	LIMK2
Axonal Guidance Signaling	PGF	MAK
Axonal Guidance Signaling	PGF	MAP3K9
Axonal Guidance Signaling	PGF	NEK2
Axonal Guidance Signaling	PGF	PAK1
Axonal Guidance Signaling	PGF	PAK2
Axonal Guidance Signaling	PGF	PAK3
Axonal Guidance Signaling	PGF	PCTK3
Axonal Guidance Signaling	PGF	PIM1
Axonal Guidance Signaling	PGF	PLK1
Axonal Guidance Signaling	PGF	PRKAA1
Axonal Guidance Signaling	PGF	PRKAA2
Axonal Guidance Signaling	PGF	PRKCD
Axonal Guidance Signaling	PGF	PRKCE
Axonal Guidance Signaling	PGF	PRKCH
Axonal Guidance Signaling	PGF	PKN1
Axonal Guidance Signaling	PGF	PRKCQ
Axonal Guidance Signaling	PGF	MAPK1
Axonal Guidance Signaling	PGF	MAPK3
Axonal Guidance Signaling	PGF	MAPK6
Axonal Guidance Signaling	PGF	MAPK7
Axonal Guidance Signaling	PGF	MAPK8
Axonal Guidance Signaling	PGF	MAPK9
Axonal Guidance Signaling	PGF	MAP2K1
Axonal Guidance Signaling	PGF	MAP2K2
Axonal Guidance Signaling	PGF	MAP2K3
Axonal Guidance Signaling	PGF	MAP2K6
Axonal Guidance Signaling	PGF	EIF2AK2
Axonal Guidance Signaling	PGF	PRKX
Axonal Guidance Signaling	PGF	PAK7
Axonal Guidance Signaling	PGF	MAP2K4
Axonal Guidance Signaling	PGF	SGK1
Axonal Guidance Signaling	PGF	BRAF
Axonal Guidance Signaling	PGF	TTK
Axonal Guidance Signaling	PGF	PRPF4B
Axonal Guidance Signaling	PGF	MAP3K6
Axonal Guidance Signaling	PGF	ACVR2A
Axonal Guidance Signaling	PGF	CDC2
Axonal Guidance Signaling	PIK3C2A	AKT3
Axonal Guidance Signaling	PIK3C2A	AKT1
Axonal Guidance Signaling	PIK3C2A	AKT2
Axonal Guidance Signaling	PIK3C2B	AKT3
Axonal Guidance Signaling	PIK3C2B	AKT1
Axonal Guidance Signaling	PIK3C2B	AKT2
Axonal Guidance Signaling	PIK3C2G	AKT3
Axonal Guidance Signaling	PIK3C2G	AKT1
Axonal Guidance Signaling	PIK3C2G	AKT2
Axonal Guidance Signaling	PIK3C3	AKT3
Axonal Guidance Signaling	PIK3C3	AKT1
Axonal Guidance Signaling	PIK3C3	AKT2
Axonal Guidance Signaling	PIK3CA	AKT3
Axonal Guidance Signaling	PIK3CA	AKT1
Axonal Guidance Signaling	PIK3CA	AKT2
Axonal Guidance Signaling	PIK3CB	AKT3
Axonal Guidance Signaling	PIK3CB	AKT1
Axonal Guidance Signaling	PIK3CB	AKT2
Axonal Guidance Signaling	PIM1	PIK3R5
Axonal Guidance Signaling	PIM1	PIK3C2A
Axonal Guidance Signaling	PIM1	PIK3C2B
Axonal Guidance Signaling	PIM1	PIK3C2G
Axonal Guidance Signaling	PIM1	PIK3C3
Axonal Guidance Signaling	PIM1	PIK3CA
Axonal Guidance Signaling	PIM1	PIK3CB
Axonal Guidance Signaling	PIM1	PIK3CD
Axonal Guidance Signaling	PIM1	PIK3CG
Axonal Guidance Signaling	PIM1	PIK3R1
Axonal Guidance Signaling	PIM1	PIK3R2
Axonal Guidance Signaling	PIM1	SHC1
Axonal Guidance Signaling	PIM1	PIK3R3
Axonal Guidance Signaling	PIK3CD	AKT3
Axonal Guidance Signaling	PIK3CD	AKT1
Axonal Guidance Signaling	PIK3CD	AKT2
Axonal Guidance Signaling	PIK3CG	AKT3
Axonal Guidance Signaling	PIK3CG	AKT1
Axonal Guidance Signaling	PIK3CG	AKT2
Axonal Guidance Signaling	PIK3R1	AKT3
Axonal Guidance Signaling	PIK3R1	AKT1
Axonal Guidance Signaling	PIK3R1	AKT2
Axonal Guidance Signaling	PIK3R2	AKT3
Axonal Guidance Signaling	PIK3R2	AKT1
Axonal Guidance Signaling	PIK3R2	AKT2
Axonal Guidance Signaling	PLK1	PIK3R5
Axonal Guidance Signaling	PLK1	PIK3C2A
Axonal Guidance Signaling	PLK1	PIK3C2B
Axonal Guidance Signaling	PLK1	PIK3C2G
Axonal Guidance Signaling	PLK1	PIK3C3
Axonal Guidance Signaling	PLK1	PIK3CA
Axonal Guidance Signaling	PLK1	PIK3CB
Axonal Guidance Signaling	PLK1	PIK3CD
Axonal Guidance Signaling	PLK1	PIK3CG
Axonal Guidance Signaling	PLK1	PIK3R1
Axonal Guidance Signaling	PLK1	PIK3R2
Axonal Guidance Signaling	PLK1	SHC1
Axonal Guidance Signaling	PLK1	PIK3R3
Axonal Guidance Signaling	ADAM22	DCC
Axonal Guidance Signaling	PLXNB1	ARHGEF12
Axonal Guidance Signaling	PLXNB1	RND1
Axonal Guidance Signaling	PLXNB1	ARHGEF11
Axonal Guidance Signaling	PLXNB3	ARHGEF12
Axonal Guidance Signaling	PLXNB3	RND1
Axonal Guidance Signaling	PLXNB3	ARHGEF11
Axonal Guidance Signaling	SEMA4C	PLXNB2
Axonal Guidance Signaling	SEMA4C	PLXNB1
Axonal Guidance Signaling	SEMA4C	PLXNB3
Axonal Guidance Signaling	PPP3CA	NFAT5
Axonal Guidance Signaling	PPP3CA	NFATC1
Axonal Guidance Signaling	PPP3CA	NFATC2
Axonal Guidance Signaling	PPP3CA	NFATC3
Axonal Guidance Signaling	PPP3CA	NFATC4
Axonal Guidance Signaling	PPP3CB	NFAT5
Axonal Guidance Signaling	PPP3CB	NFATC1
Axonal Guidance Signaling	PPP3CB	NFATC2
Axonal Guidance Signaling	PPP3CB	NFATC3
Axonal Guidance Signaling	PPP3CB	NFATC4
Axonal Guidance Signaling	PPP3CC	NFAT5
Axonal Guidance Signaling	PPP3CC	NFATC1
Axonal Guidance Signaling	PPP3CC	NFATC2
Axonal Guidance Signaling	PPP3CC	NFATC3
Axonal Guidance Signaling	PPP3CC	NFATC4
Axonal Guidance Signaling	PPP3R1	NFAT5
Axonal Guidance Signaling	PPP3R1	NFATC1
Axonal Guidance Signaling	PPP3R1	NFATC2
Axonal Guidance Signaling	PPP3R1	NFATC3
Axonal Guidance Signaling	PPP3R1	NFATC4
Axonal Guidance Signaling	PPP3R2	NFAT5
Axonal Guidance Signaling	PPP3R2	NFATC1
Axonal Guidance Signaling	PPP3R2	NFATC2
Axonal Guidance Signaling	PPP3R2	NFATC3
Axonal Guidance Signaling	PPP3R2	NFATC4
Axonal Guidance Signaling	PRKAA1	PIK3R5
Axonal Guidance Signaling	PRKAA1	PIK3C2A
Axonal Guidance Signaling	PRKAA1	PIK3C2B
Axonal Guidance Signaling	PRKAA1	PIK3C2G
Axonal Guidance Signaling	PRKAA1	PIK3C3
Axonal Guidance Signaling	PRKAA1	PIK3CA
Axonal Guidance Signaling	PRKAA1	PIK3CB
Axonal Guidance Signaling	PRKAA1	PIK3CD
Axonal Guidance Signaling	PRKAA1	PIK3CG
Axonal Guidance Signaling	PRKAA1	PIK3R1
Axonal Guidance Signaling	PRKAA1	PIK3R2
Axonal Guidance Signaling	PRKAA1	SHC1
Axonal Guidance Signaling	PRKAA1	PIK3R3
Axonal Guidance Signaling	PRKAA2	PIK3R5
Axonal Guidance Signaling	PRKAA2	PIK3C2A
Axonal Guidance Signaling	PRKAA2	PIK3C2B
Axonal Guidance Signaling	PRKAA2	PIK3C2G
Axonal Guidance Signaling	PRKAA2	PIK3C3
Axonal Guidance Signaling	PRKAA2	PIK3CA
Axonal Guidance Signaling	PRKAA2	PIK3CB
Axonal Guidance Signaling	PRKAA2	PIK3CD
Axonal Guidance Signaling	PRKAA2	PIK3CG
Axonal Guidance Signaling	PRKAA2	PIK3R1
Axonal Guidance Signaling	PRKAA2	PIK3R2
Axonal Guidance Signaling	PRKAA2	SHC1
Axonal Guidance Signaling	PRKAA2	PIK3R3
Axonal Guidance Signaling	PRKCD	PIK3R5
Axonal Guidance Signaling	PRKCD	PIK3C2A
Axonal Guidance Signaling	PRKCD	PIK3C2B
Axonal Guidance Signaling	PRKCD	PIK3C2G
Axonal Guidance Signaling	PRKCD	PIK3C3
